title,date,pr_number,link,content
Albemarle Corp. to Pay SEC More Than $103 Million to Settle FCPA Violations,"Sept. 29, 2023",2023-209,https://www.sec.gov/newsroom/press-releases/2023-209,"The Securities and Exchange Commission today announced that Charlotte-based Albemarle Corporation, a global specialty chemicals company, agreed to pay more than $103.6 million to settle the SEC’s charges that it violated the anti-bribery, recordkeeping, and internal accounting controls provisions of the Foreign Corrupt Practices Act (FCPA). 

 According to the SEC’s Order, despite significant red flags, Albemarle used agents from at least 2009 through 2017 that paid bribes to obtain sales of refinery catalysts to public-sector oil refineries in Vietnam, India, and Indonesia and to private-sector oil refineries in India. In addition, the Order finds that Albemarle violated the FCPA’s recordkeeping requirements and failed to devise and maintain a sufficient system of internal accounting controls to provide reasonable assurances that payments made to agents in Vietnam, Indonesia, India, China, and the United Arab Emirates were for legitimate services. 

 “Despite repeated and glaring bribery-related red flags, Albemarle failed for many years to implement sufficient internal accounting controls relevant to the use of agents by its global refining solutions business to make sales to state-owned customers around the world,” said Charles Cain, Chief of the SEC Enforcement Division’s FCPA Unit. “This failure set the stage for wide-ranging misconduct.” 

 Albemarle consented to the SEC’s Order finding that it violated the anti-bribery, recordkeeping, and internal accounting controls provisions of the Securities Exchange Act of 1934. Albemarle has agreed to cease and desist from committing or causing any future violations of these provisions and to pay disgorgement of more than $81.8 million plus prejudgment interest of more than $21.7 million, totaling more than $103.6 million. 

 In a parallel action, the U.S. Department of Justice announced today it has entered into a non-prosecution agreement in which Albemarle agreed to pay a $99 million criminal fine and to a forfeiture of approximately $98 million, of which $81.8 million will be satisfied by the company’s payment of disgorgement pursuant to the SEC Order. 

 The SEC’s investigation was conducted by Christine Neal, M. Shahriar Masud, and Brittany Prelogar of the SEC’s FCPA Unit, with assistance from Fernando Campoamor. The SEC appreciates the assistance of the U.S. Department of Justice Criminal Division’s Fraud Section, the IRS-Criminal Investigation, the Anti Corruption Centre of the Dutch Fiscal Intelligence and Investigations Service, the Netherlands Public Prosecution Service for Serious Fraud and Environmental Crime, the Australian Securities and Investments Commission, the Securities and Exchange Board of India, and the Indonesia Financial Services Authority."
SEC Charges Newell Brands and Former CEO for Misleading Investors About Sales Performance,"Sept. 29, 2023",2023-210,https://www.sec.gov/newsroom/press-releases/2023-210,"The Securities and Exchange Commission today charged Newell Brands Inc., a Georgia-based consumer products company and its former CEO, Michael Polk, with misleading investors about Newell’s core sales growth, a non-GAAP (Generally Accepted Accounting Principles) financial measure the company used to explain its underlying sales trends. Both parties agreed to settle the SEC charges. 

 The SEC’s order finds that, in 2016 and 2017, Newell and Polk took actions that increased the company’s publicly disclosed core sales growth in ways that were out of step with Newell’s actual but undisclosed sales trends, allowing the company to announce “strong” or “solid” results in quarters it internally described as disappointing due to shortfalls in sales. According to the order, Newell pulled sales forward into earlier quarters without adequate disclosure and engaged in accounting practices that were inconsistent with GAAP, while overriding its internal accounting controls. Collectively, these measures gave the misleading appearance that Newell had achieved core sales growth in line with its targets and deprived investors of information relevant to an accurate and complete understanding of Newell’s actual sales trends.  

 “Today’s order finds that Newell’s former CEO issued an instruction to ‘scrub’ the company’s accruals after he learned that the company was projecting a ‘massive’ and ‘disappointing’ miss for the quarter,” said Mark Cave, Associate Director of the SEC’s Division of Enforcement. “Senior executives of public companies hold positions of trust, and they risk abusing the duties attendant to their offices when they reach into a company’s accounting control processes as a way of making up for performance shortfalls.” 

 The SEC's order finds that Newell and Polk violated or caused violations of antifraud provisions of the Securities Act of 1933, reporting provisions of the Securities Exchange Act of 1934, and Rule 100(b) of Regulation G. Without admitting or denying the SEC’s findings, Newell and Polk agreed to cease and desist from violating certain provisions of the securities laws and to pay civil penalties of $12.5 million and $110,000, respectively. 

 The SEC’s investigation was conducted by Nishchay Maskay, Armita Cohen, and Nicholas Brady and accountants John Archfield and Tonya Tullis, with assistance from trial counsel Timothy Halloran and Alex Lefferts of the Enforcement Division’s Office of Investigative and Market Analytics, under the supervision of Sarah Hall, Kristen Dieter, Melissa Armstrong, and Mr. Cave."
"SEC Charges Two Credit Rating Agencies, DBRS and KBRA, with Longstanding Recordkeeping Failures","Sept. 29, 2023",2023-211,https://www.sec.gov/newsroom/press-releases/2023-211,"The Securities and Exchange Commission today announced charges against credit rating agencies DBRS Inc. and Kroll Bond Rating Agency, LLC (KBRA) for longstanding failures to preserve electronic records, including off-channel communications on personal and work-issued devices. Additionally, the SEC charged DBRS with violating disclosure and internal control provisions of the federal securities laws in rating certain commercial mortgage-backed securities (CMBS). To settle the charges, DBRS agreed to pay $8 million in civil penalties and KBRA agreed to pay $4 million in civil penalties. 

 “Credit rating agencies are gatekeepers in our securities markets that are subject to recordkeeping requirements—requirements that aren’t optional, but rather foundational to the Commission’s ability to maintain fair, orderly, and efficient markets,” said Gurbir S. Grewal, Director of the SEC’s Division of Enforcement. “If there’s an allegation of wrongdoing at the credit rating agency, the Commission must be able to review preserved documents to determine what happened. If there is an examination, our examiners must be able to look at relevant documents to assess compliance issues.” 

 “Given their critical gatekeeping function, rating agencies are required to disclose how ratings are determined and to have effective internal controls to ensure they adhere to their ratings methodologies,” said Osman Nawaz, Chief of the SEC Enforcement Division’s Complex Financial Instruments Unit.  “Our investigation found that DBRS fell short in fulfilling these requirements in rating certain CMBS transactions.” 

 DBRS 

 The SEC issued two separate orders against DBRS, one relating to recordkeeping violations and the other relating to disclosure and internal controls violations. The SEC’s recordkeeping order finds that, since at least July 2019, DBRS employees, including those at senior levels, communicated internally by text messages about initiating and determining credit ratings and about adjustments to results of the quantitative predictive model that DBRS used to rate multi-borrower CMBS transactions. The order finds that DBRS failed to retain these messages in violation of recordkeeping provisions of the federal securities laws. In fact, according to the order, at the direction of DBRS and with approval from its compliance department, at least nineteen analytical employees wiped their DBRS-issued phones in 2022 during a company rollout of new devices. 

 DBRS admitted the SEC’s findings and agreed to pay a $6 million penalty, cease and desist from committing violations of the relevant recordkeeping provisions, and a censure. DBRS also agreed to retain an independent compliance consultant to, among other things, conduct a comprehensive review of its policies and procedures relating to the retention of electronic communications and its framework for addressing non-compliance by its employees with those policies and procedures. 

 The SEC’s disclosure and internal controls order finds that, in rating certain multi-borrower CMBS transactions between July 2019 and November 2022, DBRS made systematic adjustments to credit enhancement levels in a manner not described by DBRS’s published procedures and methodologies. Additionally, according to the order, in rating three single-asset/single-borrower (SASB) CMBS transactions, DBRS publicly disclosed that it used a legacy SASB methodology, but it instead used a key element of a proposed methodology that DBRS had not yet approved and adopted. The order finds that DBRS had an ineffective internal control structure governing adherence to its published procedures and methodologies. The order also finds that, with respect to the three SASB transactions, DBRS failed to accurately identify the rating methodology it used and failed to enforce its policies and procedures requiring credit ratings to be determined and issued based on approved methodologies. 

 Without admitting or denying the SEC’s findings, DBRS agreed to pay a $2 million penalty, cease and desist from committing violations of the relevant provisions, and to be censured. 

 The DBRS investigation was conducted by Stephanie Reinhart and Lawrence Renbaum of the Complex Financial Instruments Unit and Emily Rothblatt of the Chicago Regional Office. It was supervised by Anne Graber Blazek and Mr. Nawaz. SEC staff from the Office of Credit Ratings assisted with the investigation. 

 KBRA 

 The SEC’s order finds that, since at least January 2020, KBRA employees, including senior executives and heads of rating groups, sent and received numerous text messages concerning credit rating activities on their personal and KBRA-issued mobile devices. The messages included discussions of initiating, determining, maintaining, monitoring, changing, or withdrawing credit ratings. KBRA did not maintain or preserve the substantial majority of these off-channel communications, in violation of recordkeeping provisions of the federal securities laws. 

 KBRA admitted the SEC’s findings and agreed to pay a $4 million penalty, cease and desist from committing violations of the relevant recordkeeping provisions, and to be censured. KBRA also agreed to retain an independent compliance consultant to, among other things, conduct a comprehensive review of its policies and procedures relating to the retention of electronic communications and its framework for addressing non-compliance by its employees with those policies and procedures. 

 The KBRA investigation was conducted by Wesley Wintermyer and Michael DiBattista of the New York Regional Office and was supervised by Judith Weinstock and Sheldon Pollock. SEC staff from the Office of Credit Ratings assisted with the investigation."
SEC Charges 10 Firms with Widespread Recordkeeping Failures,"Sept. 29, 2023",2023-212,https://www.sec.gov/newsroom/press-releases/2023-212,"The Securities and Exchange Commission today announced charges against five broker-dealers, three dually registered broker-dealers and investment advisers, and two affiliated investment advisers for widespread and longstanding failures to maintain and preserve electronic communications. The firms admitted the facts set forth in their respective SEC orders and acknowledged that their conduct violated recordkeeping provisions of the federal securities laws. The firms agreed to pay combined penalties of $79 million as outlined below and have begun implementing improvements to their compliance policies and procedures to address these violations. 

 
	 Interactive Brokers Corp. and affiliate Interactive Brokers LLC (together, Interactive Brokers) agreed to pay a $35 million penalty; 
	 Robert W. Baird & Co. Inc. agreed to pay a $15 million penalty; 
	 William Blair & Company LLC and affiliate William Blair Investment Management LLC (WBIM) agreed to pay a $10 million penalty; 
	 Nuveen Securities LLC agreed to pay an $8.5 million penalty; 
	 Fifth Third Securities Inc. agreed to pay an $8 million penalty; and 
	 Perella Weinberg Partners LP (Perella Weinberg), together with Tudor, Pickering, Holt & Co. Securities LLC (TPH) and Perella Weinberg Partners Capital Management LP (Perella Weinberg Capital), which self-reported, agreed to pay a $2.5 million penalty. 
 

 “One of the orders included in today’s announced actions is not like the others,” said Gurbir S. Grewal, Director of the SEC’s Division of Enforcement. “There are real benefits to self-reporting, remediating and cooperating.” 

 The SEC’s investigations uncovered pervasive and longstanding off-channel communications at all 10 firms. As described in the SEC’s orders, the broker-dealer firms admitted that, from at least 2019, their employees communicated through personal text messages about the business of their employers, and the investment adviser firms admitted that their employees sent and received off-channel communications related to recommendations made or proposed to be made and advice given or proposed to be given. The firms did not maintain or preserve the substantial majority of these off-channel communications, in violation of the federal securities laws. By failing to maintain and preserve required records, certain of the firms likely deprived the SEC of these off-channel communications in various SEC investigations. The failures involved employees at multiple levels of authority, including supervisors and senior managers. 

 Interactive Brokers, Baird, William Blair, Nuveen, Fifth Third, Perella Weinberg, and TPH were each charged with violating certain recordkeeping provisions of the Securities Exchange Act of 1934 and with failing to reasonably supervise with a view to preventing and detecting those violations. Baird, William Blair, WBIM, Fifth Third, and Perella Weinberg Capital were each charged with violating certain recordkeeping provisions of the Investment Advisers Act of 1940 and with failing to reasonably supervise with a view to preventing and detecting those violations. 

 In addition to the significant financial penalties, each of the firms was ordered to cease and desist from future violations of the relevant recordkeeping provisions and was censured. The firms also agreed to retain independent compliance consultants to, among other things, conduct comprehensive reviews of their policies and procedures relating to the retention of electronic communications found on personal devices and their respective frameworks for addressing non-compliance by their employees with those policies and procedures. 

 Separately, the Commodity Futures Trading Commission announced settlements with Interactive Brokers for related conduct. 

 The SEC’s investigations into Interactive Brokers, Perella Weinberg, TPH, and Perella Weinberg Capital were conducted by Laurel S. Fensterstock, Karolina Klyuchnikova, Austin Thompson, and Alison R. Levine and supervised by Thomas P. Smith Jr. of the New York Regional Office. The SEC’s investigations into Baird, William Blair, WBIM, Nuveen, and Fifth Third were conducted by Som P. Dalal, Ruta G. Dudenas, Amy S. Cotter, and Anne C. McKinley and supervised by Paul A. Montoya and Kathryn A. Pyszka of the Chicago Regional Office."
SEC Charges D. E. Shaw with Violating Whistleblower Protection Rule,"Sept. 29, 2023",2023-213,https://www.sec.gov/newsroom/press-releases/2023-213,"The Securities and Exchange Commission today announced settled charges against New York-based registered investment adviser D. E. Shaw & Co., L.P. for raising impediments to whistleblowing by requiring employees to sign agreements prohibiting the disclosure of confidential corporate information to third parties, without an exception for potential SEC whistleblowers, and by requiring departing employees to sign releases affirming that they had not filed any complaints with any government agency in order for the employees to receive deferred compensation. D. E. Shaw agreed to pay $10 million to settle the SEC’s charges. 

 The SEC’s order finds that, from at least 2011 through 2019, D. E. Shaw required new employees to sign agreements that prohibited them from disclosing confidential information to anyone outside the company unless authorized by D. E. Shaw or required by law or court order. Confidential information was broadly defined to include any information gained in the course of employment that could reasonably be expected to be damaging to D. E. Shaw if disclosed to third parties. In addition, according to the SEC’s order, from at least 2011 through 2023, D. E. Shaw required approximately 400 of its departing employees to sign releases affirming that they had not filed any complaints with any governmental agency, department, or official in order for them to receive deferred compensation and other benefits sometimes worth millions of dollars. The SEC’s order finds that, in 2017, D. E. Shaw circulated a firm-wide email notifying employees that they were not prohibited from communicating with regulators regarding possible violations of law and that notice to D. E. Shaw was not required. However, according to the order, D. E. Shaw did not include similar whistleblower protection language in its employment agreements until 2019 and in its releases until 2023—after the SEC’s investigation commenced. 

 “Entities employing confidentiality, separation, employment and other related agreements should take careful notice of today’s enforcement action,” said Gurbir S. Grewal, Director of the SEC’s Division of Enforcement. “The Commission takes seriously the enforcement of whistleblower protections and those drafting or using these types of agreements should take equally serious their obligations to ensure that they don’t impede whistleblowers from contacting the Commission.” 

 “Protected by federal law, whistleblowers play a significant role in uncovering fraud and other illegality in the securities markets, particularly with respect to registered entities regulated by the Commission,” said Sheldon L. Pollock, Associate Director of the SEC’s New York Regional Office. “The SEC remains committed to ensuring their unfettered ability to provide information to further our investigations.” 

 The SEC’s order finds that D. E. Shaw violated Rule 21F-17(a) of the Securities Exchange Act of 1934, a whistleblower protection rule that prohibits taking any action to impede an individual from communicating directly with the SEC staff about a possible securities law violation. Without admitting or denying the SEC’s findings, D. E. Shaw agreed to be censured, cease and desist from violating the whistleblower protection rule, and pay a $10 million civil penalty. 

 The SEC's investigation was conducted by Theresa Gue and Joshua Tannen and was supervised by Celeste Chase and Mr. Pollock, all of the New York Regional Office."
SEC Charges International Accounting Firm Prager Metis with Hundreds of Auditor Independence Violations,"Sept. 29, 2023",2023-214,https://www.sec.gov/newsroom/press-releases/2023-214,"The Securities and Exchange Commission today announced charges against accounting firm Prager Metis CPAs, LLC and its California professional services firm, Prager Metis CPAs LLP, (together, Prager) for violating auditor independence rules and for aiding and abetting their clients’ violations of federal securities laws. 

 According to the SEC’s complaint, between approximately December 2017 and October 2020, Prager improperly included indemnification provisions in engagement letters for more than 200 audits, reviews, and exams. As a result, the complaint alleges, Prager was not independent from its clients for those engagements, as required under the federal securities laws. The SEC alleges that Prager continued to sign engagement letters containing indemnification provisions and also issued “accountant’s reports” in which it purported to be independent in connection with its audits and exams, even after Prager’s senior partners repeatedly were notified that inclusion of indemnification provisions in engagement letters rendered Prager not independent. Many of Prager’s clients included those “accountant’s reports” in their filings with the SEC. Prager allegedly also failed to advise its clients of its violations, even after the Public Company Accounting Oversight Board informed Prager that the indemnification provisions violated the independence requirements of the federal securities laws. 

 “Auditor independence is critical to both protecting the integrity of financial reporting and promoting public trust,” said Eric I. Bustillo, Director of the SEC’s Miami Regional Office. “As alleged in our complaint, over a period of nearly three years, Prager’s audits, reviews, and exams fell short of these fundamental principles. Our complaint is an important reminder that auditor independence is crucial to investor protection.” 

 The SEC’s complaint, filed in the U.S. District Court for the Southern District of Florida, charges Prager with violating the auditor independence provisions of the federal securities laws and aiding and abetting its clients’ violations of the federal securities laws. The complaint seeks a permanent injunction, disgorgement plus prejudgment interest, and a civil monetary penalty against Prager.  

 The SEC’s ongoing investigation is being conducted by Drew D. Panahi, Michelle Bosworth, and Carol Der Garry and supervised by Thierry Olivier Desmet, Fernando Torres, and Glenn S. Gordon in the Miami Regional Office. The SEC’s litigation is being led by Christine Nestor and supervised by Teresa Verges in the Miami Regional Office."
SEC Proposes Tailored Registration Form for Offerings of Registered Index-Linked Annuities,"Sept. 29, 2023",2023-215,https://www.sec.gov/newsroom/press-releases/2023-215,"The Securities and Exchange Commission today proposed tailored disclosure requirements and offering processes for offerings of registered index-linked annuities (RILAs). The amendments would highlight key information about RILAs, allow insurance companies to conduct RILA offerings in the same way they conduct offerings of variable annuities, and enhance the investor protections that apply to RILA advertisements. 

 “Given the complexity and growing popularity of RILAs, it is important that investors receive the information they need – in plain English – to make informed investment decisions,” said SEC Chair Gary Gensler. “Implementing Congress’s mandate, today’s proposal would require RILAs to use a registration form tailored to their characteristics. This would improve the disclosure process for these complex products.” 

 RILAs are a kind of annuity contract insurance companies offer to retail investors in which an investor’s return is based at least in part on the performance of an index or other benchmark, over a set period of time. RILAs typically include complex features relating to their risks and economic trade-offs, including limits on both potential gains and losses. In the Consolidated Appropriations Act, 2023, Congress directed the Commission to conduct investor testing and to adopt a registration form for RILAs that is designed to ensure that purchasers receive the information necessary to make knowledgeable decisions. 

 The proposed amendments would build on the Commission’s existing disclosure framework for variable annuities – another kind of annuity – by establishing tailored disclosure requirements for RILAs. The proposal would also permit RILAs to use a summary prospectus framework that highlights key information for investors while making additional information available for investors who want it. The proposal’s approach to disclosure is informed by investor testing conducted in connection with the proposal. The proposal would also extend certain antifraud guidance to RILA advertisements and sales literature. Finally, the amendments would allow insurance companies to conduct RILA offerings in the same way they conduct offerings of variable annuities, which would provide efficiencies for insurance companies that offer both kinds of annuities and for the Commission in reviewing those filings and offerings. 

 The comment period for the proposal will remain open for 60 days after the date of publication on sec.gov or 30 days after publication in the Federal Register, whichever period is longer. In addition to seeking comment on the proposal, the Commission invites retail investors to provide feedback on annuities generally and RILAs in particular by submitting  a short Feedback Flyer ."
"SEC, MSRB, & FINRA to Hold Virtual Compliance Outreach Program","Sept. 29, 2023",2023-216,https://www.sec.gov/newsroom/press-releases/2023-216,"The Securities and Exchange Commission, Municipal Securities Rulemaking Board (MSRB), and Financial Industry Regulatory Authority (FINRA) today announced that registration is open for a virtual  Compliance Outreach Program  for municipal market professionals. The free webcast is open to the public and will take place on Thursday, December 7, 2023, from 10:30 a.m. to 4:30 p.m. ET. 

 The program will provide municipal market participants an opportunity to hear from staff of the SEC, MSRB, and FINRA on timely regulatory and compliance matters for municipal advisors and dealers. Panel topics will include a discussion of compliance concerns of small dealer and municipal advisor firms, credit rating agency compliance concerns including rules of the road for municipal market participants, unregistered municipal advisory and dealer activity, pricing compliance, and a forward look at regulatory and enforcement priorities. 

 ""This year marks the 10th anniversary of the final municipal advisor registration rule and the 13th year since the passage of Dodd-Frank, and I think it is a great opportunity for the SEC, MSRB, and FINRA to expand the compliance conference to all municipal market participants,” said Dave Sanchez, Director of the SEC’s Office of Municipal Securities. ""The conference allows the SEC, MSRB, and FINRA a chance to speak jointly to the municipal market on where the examination, enforcement, and regulatory framework currently stands and where we see it going in the future. It will be a great program, and I am really looking forward to the new expanded scope."" 

 MSRB Chief Regulatory and Policy Officer Ernesto Lanza said, “Open dialogue among regulators and market professionals is critical to achieving a shared understanding of the rules in place to protect municipal securities investors and issuers. We are pleased to coordinate with the SEC and FINRA to create this opportunity for municipal advisors and dealers to hear directly from regulators about matters top of mind. Importantly, our program this year devotes time to the unique compliance concerns of small firms, which is a priority for the MSRB following a series of discussions the MSRB and FINRA held with minority-and-women owned and veteran-owned firms in the municipal market.” 

 Yolanda Trottman-Adewumi, FINRA Vice President of Specialist Programs and Exams said, “We are pleased to partner with the SEC and the MSRB to offer this substantive program designed to help market participants better understand their compliance obligations.” 

 Registration is being administered by FINRA and is available here:  Personal Information - 2023 Compliance Outreach Program For Municipal Advisors | VIRTUAL (cvent.com) . The program is free and open to all. For those who cannot attend the live virtual program, the recording will be archived on the  SEC's Office of Municipal Securities webpage  for later viewing. To submit questions in advance of the event, please email:  gergana.sellers@finra.org ."
SEC Spotlights Due Diligence During World Investor Week 2023,"Oct. 2, 2023",2023-217,https://www.sec.gov/newsroom/press-releases/2023-217,"The Securities and Exchange Commission today announced it will highlight the importance of investor education and protection during  World Investor Week (WIW) 2023 , which takes place October 2-8. Arising technologies and new digital tools are making it easier and quicker to invest. Taking time to do due diligence can help investors avoid fraud and make better informed investment decisions. 

 This marks the seventh year of WIW, a global effort promoted by the International Organization of Securities Commissions (IOSCO) that brings together regulators on six continents to raise awareness about the importance of investor education and investor protection. As in previous years, the SEC is serving as the national coordinator in the U.S., working with the Commodity Futures Trading Commission, Financial Industry Regulatory Authority (FINRA), Securities Investor Protection Corporation, National Futures Association, and North American Securities Administrators Association. Together with these organizations, the SEC’s Office of Investor Education and Advocacy (OIEA) issued a joint  Investor Bulletin  today to promote WIW's key initiatives. 

 During WIW, SEC staff throughout the country will host outreach events highlighting the importance that investors: conduct their own research on investment opportunities; create a risk-appropriate, long-term, and diversified investment plan that can help them weather changing economic conditions and market fluctuations; establish an emergency fund; and learn how to spot fraud. 

 “Investor protection is at the heart of everything we do at the Securities and Exchange Commission, and World Investor Week provides an important opportunity to advance our mission,” said SEC Chair Gary Gensler. “During the week, SEC staff will engage with investors from a wide range of communities, including students, teachers, older investors, military service members, and underserved communities. I encourage all investors to take advantage of the resources on Investor.gov and participate in our outreach events.” 

 “A key part of investor protection is education, and we encourage investors to never stop learning. Before making any investment decision, every investor should ask questions, verify the answers, only invest in opportunities they fully understand, and learn how to protect their hard-earned money,” said OIEA Director Lori Schock. “Our  Investor Alerts and Bulletins  help educate investors about current investment topics and inform them about the latest scams and our new public service campaign has  resource pages  and  informational videos  to help them learn how to avoid fraud and to make better informed investment decisions.” 

 For World Investor Week, Ms. Schock posted a new Director’s Take article, “ Protecting Your Retirement Money ,” which provides investors with tips on how to protect their hard-earned money, such as checking the background of their investment professional, asking questions about investment opportunities, knowing the red flags of fraud, and avoiding unsolicited phone calls, texts, and emails from anyone asking for money. 

 The SEC’s  WIW page  highlights messaging on investor education and protection and includes a quiz that investors can use to test their knowledge of key investing concepts. 

 Each day of WIW, the SEC will conduct outreach events across the country – both in-person and virtual – including the following: 

 
	 Saving, investing, and fraud protection presentations for older investors, military service members and their families, teachers, and those reentering back into society; 
	 Classroom activities for high school and college students, including events at Historically Black Colleges and Universities; 
	 A live AARP Fraud Watch Network Facebook event; 
	 A radio interview on topics important to older investors; and 
	 Thrift Savings Plan program event for federal employees. 
 

 To learn more about the SEC’s outreach activities and to get involved with WIW, visit the SEC's  World Investor Week  page. Additional investor education and protection resources are available at  Investor.gov ."
SEC Names Stephanie Allen as Director of Media Relations and Speechwriting,"Oct. 4, 2023",2023-218,https://www.sec.gov/newsroom/press-releases/2023-218,"The Securities and Exchange Commission today announced the appointment of Stephanie Allen as Director of Media Relations and Speechwriting, effective Oct. 1, 2023. Ms. Allen has served as Director of Speechwriting and Senior Adviser to the Chair since March 2023, and she replaces Aisha Johnson, who recently departed the agency.  

 “Stephanie and I have worked together at the SEC and previously at the Commodity Futures Trading Commission (CFTC),” said SEC Chair Gary Gensler. “I am confident that her experience in media relations will benefit our continued efforts to communicate transparently with the public about our work executing the SEC’s mission.” 

 “I am grateful for Aisha’s service to the agency these last two-plus years,” Chair Gensler added. “She has ably guided our daily media interaction, and we wish her very well in her next steps.”  

 Ms. Allen will serve as the primary spokesperson for the SEC and Chair Gensler, and will lead media relations for the Office of Public Affairs. She was previously the Executive Director of the Ludwig Institute for Shared Economic Prosperity. Before that, she was the Director of Strategic Communications and Marketing at Promontory Financial Group, an IBM Company. After working for two Senators earlier in her career, she served as Chair Gensler’s speechwriter at the CFTC. She received an M.A. from the University of Texas at Austin and a B.A. from Emory University. 

 Ms. Johnson was appointed the Director of Media Relations in May 2021. Prior to joining the SEC, she was a communications advisor on Capitol Hill. Ms. Johnson served as the National Press Secretary in the office of U.S. Senator Bob Casey (D-PA), the Press Secretary for the Senate Special Committee on Aging, and on the communications staff of the Senate Committee on Energy and Natural Resources. She holds a B.A. from the University of North Carolina at Chapel Hill."
SEC Adopts Amendments to Rules Governing Beneficial Ownership Reporting,"Oct. 10, 2023",2023-219,https://www.sec.gov/newsroom/press-releases/2023-219,"The Securities and Exchange Commission today adopted rule amendments governing beneficial ownership reporting under Sections 13(d) and 13(g) of the Securities Exchange Act of 1934. The amendments update Regulation 13D-G to require market participants to provide more timely information on their positions to meet the needs of investors in today’s financial markets. 

 “Today’s adoption updates rules that first went into effect more than 50 years ago. Frankly, these deadlines from half a century ago feel antiquated,” said SEC Chair Gary Gensler. “In our fast-paced markets, it shouldn’t take 10 days for the public to learn about an attempt to change or influence control of a public company. I am pleased to support this adoption because it updates Schedules 13D and 13G reporting requirements for modern markets, ensures investors receive material information in a timely way, and reduces information asymmetries.” 

 Exchange Act Sections 13(d) and 13(g), along with Regulation 13D-G, require an investor who beneficially owns more than 5 percent of a covered class of equity securities to publicly file either a Schedule 13D or a Schedule 13G, as applicable. An investor with control intent files Schedule 13D, while Exempt Investors and investors without a control intent, such as Qualified Institutional Investors and Passive Investors, file Schedule 13G. 

 Among other things, today’s amendments: shorten the deadline for initial Schedule 13D filings from 10 days to five business days and require that Schedule 13D amendments be filed within two business days; generally accelerate the filing deadlines for Schedule 13G beneficial ownership reports (the filing deadlines differ based on the type of filer); clarify the Schedule 13D disclosure requirements with respect to derivative securities; and require that Schedule 13D and 13G filings be made using a structured, machine-readable data language. 

 Further, the adopting release provides guidance regarding the current legal standard governing when two or more persons may be considered a group for the purposes of determining whether the beneficial ownership threshold has been met, as well as how, under the current beneficial ownership reporting rules, an investor’s use of certain cash-settled derivative securities may result in the person being treated as a beneficial owner of the class of the reference equity securities. 

 The adopting release is published on SEC.gov and will be published in the Federal Register, and the amendments will become effective 90 days after publication in the Federal Register. Compliance with the revised Schedule 13G filing deadlines will be required beginning on Sept. 30, 2024. Compliance with the structured data requirement for Schedules 13D and 13G will be required on Dec. 18, 2024. Compliance with the other rule amendments will be required upon their effectiveness."
SEC Proposes Improvements to EDGAR Filer Access and Account Management,"Sept. 13, 2023",2023-179,https://www.sec.gov/newsroom/press-releases/2023-179,"The Securities and Exchange Commission today proposed rule and form amendments to improve filer access to and management of accounts on the SEC’s EDGAR system. The proposed amendments would require EDGAR filers to authorize identified individuals who would be responsible for managing filers’ EDGAR accounts. In addition, individuals acting on behalf of filers on EDGAR would need individual account credentials to access those EDGAR accounts and make filings. If the proposed amendments are later adopted, the SEC will make technical changes to EDGAR, including to make available to EDGAR filers certain Application Programming Interfaces (APIs) for machine-to-machine submissions on EDGAR and retrieval of related filing information. 

 The SEC today also announced that it will open to the public a beta software environment for filer testing and feedback, which will reflect the proposed rule and form amendments and the related technical changes, on Sept. 18, 2023. Information about signing up for beta testing and extensive additional information about the proposal and related technical changes can be found on the EDGAR Next—Filer Access and Account Management page on SEC.gov. 

 “Today’s actions would enhance EDGAR’s security and improve filers’ access to the EDGAR system,” said SEC Chair Gary Gensler. “The proposed amendments would further secure login protocols by requiring every person filing something into EDGAR to login with individual credentials and to use multi-factor authentication. Additionally, the SEC’s EDGAR Business Office soon will roll out a Beta version of a new EDGAR user interface that will include, among other things, a set of optional APIs to enhance how filers, including registrants and their agents, can access EDGAR, retrieve information, and submit bulk filings.” 

 The proposing release will be published in the Federal Register. The public comment period will remain open until 60 days after the date of publication of the proposing release in the Federal Register."
